Date,RELIANCE.NS,HDFCBANK.NS,ICICIBANK.NS,INFY.NS,TCS.NS,KOTAKBANK.NS,HINDUNILVR.NS,ITC.NS,LT.NS,SBIN.NS,BAJFINANCE.NS,BHARTIARTL.NS,HCLTECH.NS,ASIANPAINT.NS,AXISBANK.NS,DMART.NS,MARUTI.NS,ULTRACEMCO.NS,HDFC.NS,TITAN.NS,SUNPHARMA.NS,M&M.NS,NESTLEIND.NS,WIPRO.NS,ADANIGREEN.NS,TATASTEEL.NS,JSWSTEEL.NS,POWERGRID.NS,ONGC.NS,NTPC.NS,COALINDIA.NS,BPCL.NS,IOC.NS,TECHM.NS,INDUSINDBK.NS,DIVISLAB.NS,GRASIM.NS,CIPLA.NS,BAJAJFINSV.NS,TATAMOTORS.NS,HEROMOTOCO.NS,DRREDDY.NS,SHREECEM.NS,BRITANNIA.NS,UPL.NS,EICHERMOT.NS,SBILIFE.NS,ADANIPORTS.NS,BAJAJ-AUTO.NS,HINDALCO.NS
2024-09-03 00:00:00+05:30,3018.25,1637.3499755859375,1247.699951171875,1941.25,4512.35009765625,1783.800048828125,2794.300048828125,509.3999938964844,3690.14990234375,824.7999877929688,7353.7998046875,1560.5999755859375,1790.449951171875,3154.85009765625,1191.5999755859375,4980.60009765625,12397.099609375,11460.7998046875,,3621.14990234375,1811.5,2784.85009765625,2530.75,536.0499877929688,1897.9000244140625,152.14999389648438,930.9500122070312,334.6499938964844,322.20001220703125,406.3999938964844,519.5999755859375,355.3999938964844,176.1300048828125,1644.0999755859375,1436.699951171875,5066.0,2706.85009765625,1653.199951171875,1865.5999755859375,1085.0999755859375,5646.5,6853.85009765625,25507.599609375,5916.0498046875,602.2000122070312,4865.7998046875,1928.6500244140625,1479.550048828125,11043.650390625,678.9000244140625
2024-09-04 00:00:00+05:30,3029.10009765625,1641.800048828125,1236.3499755859375,1922.449951171875,4479.25,1783.800048828125,2841.25,506.3500061035156,3650.800048828125,816.5,7299.5,1561.9000244140625,1785.25,3231.64990234375,1177.699951171875,5100.89990234375,12336.25,11580.4501953125,,3607.699951171875,1832.8499755859375,2749.60009765625,2534.75,519.1500244140625,1930.9000244140625,151.17999267578125,933.0499877929688,332.8999938964844,314.3999938964844,405.1000061035156,503.6499938964844,357.25,177.02999877929688,1645.300048828125,1434.4000244140625,5096.60009765625,2757.64990234375,1651.9000244140625,1871.9000244140625,1080.449951171875,5683.75,6787.2001953125,25770.75,5926.5498046875,607.8499755859375,4833.5498046875,1912.199951171875,1472.0999755859375,10963.7001953125,666.7999877929688
2024-09-05 00:00:00+05:30,2985.949951171875,1645.449951171875,1235.949951171875,1933.1500244140625,4475.9501953125,1777.949951171875,2838.449951171875,511.20001220703125,3624.14990234375,818.75,7244.89990234375,1547.199951171875,1790.550048828125,3238.25,1180.550048828125,5308.14990234375,12298.599609375,11542.650390625,,3722.85009765625,1826.5,2723.10009765625,2504.89990234375,524.8499755859375,1890.300048828125,151.72000122070312,925.4500122070312,331.25,311.3999938964844,403.25,497.0,360.70001220703125,181.33999633789062,1639.5,1422.9000244140625,5120.89990234375,2741.60009765625,1627.75,1864.949951171875,1069.1500244140625,5734.2001953125,6695.75,25662.25,5850.0,618.7000122070312,4800.10009765625,1907.8499755859375,1465.550048828125,10855.75,669.9500122070312
2024-09-06 00:00:00+05:30,2929.64990234375,1636.949951171875,1208.1500244140625,1901.8499755859375,4456.75,1764.1500244140625,2838.949951171875,501.70001220703125,3574.75,782.5,7317.14990234375,1539.25,1756.0999755859375,3273.699951171875,1158.75,5303.4501953125,12186.150390625,11432.849609375,,3695.5,1824.550048828125,2698.10009765625,2503.199951171875,520.5999755859375,1863.300048828125,151.22000122070312,932.7999877929688,329.79998779296875,308.79998779296875,394.79998779296875,488.54998779296875,352.1499938964844,176.63999938964844,1623.25,1409.3499755859375,5137.7998046875,2692.85009765625,1611.050048828125,1857.1500244140625,1049.3499755859375,5743.75,6667.14990234375,25610.44921875,5843.5498046875,609.7999877929688,4752.5,1896.300048828125,1442.4000244140625,10830.099609375,667.0999755859375
2024-09-09 00:00:00+05:30,2924.89990234375,1646.5,1235.0,1894.6500244140625,4449.5498046875,1790.1500244140625,2921.800048828125,511.75,3578.300048828125,784.25,7347.4501953125,1542.6500244140625,1746.75,3280.75,1170.8499755859375,5361.39990234375,12145.75,11494.349609375,,3684.550048828125,1821.8499755859375,2708.85009765625,2516.75,514.8499755859375,1865.75,149.47000122070312,934.25,328.54998779296875,298.8999938964844,389.8500061035156,484.45001220703125,347.79998779296875,175.33999633789062,1579.199951171875,1428.0999755859375,5173.5,2710.35009765625,1620.1500244140625,1860.449951171875,1038.699951171875,5745.2998046875,6655.89990234375,25798.599609375,5939.4501953125,604.4000244140625,4747.35009765625,1901.75,1435.9000244140625,10847.599609375,658.5499877929688
2024-09-10 00:00:00+05:30,2923.050048828125,1650.3499755859375,1237.300048828125,1912.300048828125,4507.85009765625,1791.5999755859375,2898.60009765625,513.5999755859375,3596.14990234375,782.6500244140625,7241.85009765625,1577.8499755859375,1779.0999755859375,3295.050048828125,1187.199951171875,5344.39990234375,12263.400390625,11541.0498046875,,3727.39990234375,1836.3499755859375,2690.0,2535.5,525.75,1849.699951171875,149.4199981689453,938.75,334.1499938964844,295.6000061035156,396.29998779296875,491.1000061035156,345.95001220703125,175.5500030517578,1607.4000244140625,1435.550048828125,5426.4501953125,2702.550048828125,1632.0,1824.5,1035.800048828125,5669.7001953125,6650.39990234375,25725.150390625,5969.89990234375,619.2000122070312,4737.2001953125,1853.449951171875,1453.4000244140625,10987.75,659.5
2024-09-11 00:00:00+05:30,2903.0,1643.9000244140625,1236.3499755859375,1910.1500244140625,4479.35009765625,1789.25,2904.14990234375,514.3499755859375,3536.949951171875,768.5999755859375,7345.5498046875,1577.800048828125,1778.75,3367.449951171875,1186.0999755859375,5299.10009765625,12242.599609375,11487.4501953125,,3711.10009765625,1845.699951171875,2654.25,2526.85009765625,514.3499755859375,1814.449951171875,148.1699981689453,927.75,333.20001220703125,285.29998779296875,389.6499938964844,483.95001220703125,340.25,169.74000549316406,1602.5999755859375,1421.199951171875,5439.2998046875,2681.14990234375,1628.3499755859375,1833.1500244140625,976.2999877929688,5654.4501953125,6612.5,25614.099609375,6008.64990234375,611.0,4726.64990234375,1859.1500244140625,1430.5999755859375,11420.75,647.7000122070312
2024-09-12 00:00:00+05:30,2959.60009765625,1666.5999755859375,1252.1500244140625,1950.449951171875,4517.7001953125,1827.449951171875,2956.39990234375,519.5,3622.0,787.75,7428.2998046875,1646.75,1807.5999755859375,3383.25,1203.3499755859375,5238.5498046875,12400.849609375,11710.25,,3764.25,1865.4000244140625,2740.89990234375,2527.85009765625,530.0499877929688,1811.9000244140625,151.74000549316406,954.7999877929688,338.20001220703125,294.04998779296875,404.8500061035156,495.6499938964844,344.29998779296875,173.25999450683594,1643.25,1443.3499755859375,5482.7998046875,2757.10009765625,1657.25,1854.8499755859375,986.1500244140625,5803.14990234375,6683.85009765625,26019.650390625,6109.25,614.8499755859375,4875.0,1875.949951171875,1472.5999755859375,11723.5,676.2000122070312
2024-09-13 00:00:00+05:30,2945.25,1665.949951171875,1250.3499755859375,1944.0999755859375,4522.60009765625,1820.3499755859375,2932.949951171875,513.8499755859375,3613.0,790.8499755859375,7598.5,1634.449951171875,1812.800048828125,3358.050048828125,1217.449951171875,5187.0498046875,12316.0498046875,11717.9501953125,,3767.0,1853.75,2739.10009765625,2531.39990234375,550.5999755859375,1788.199951171875,153.49000549316406,954.5499877929688,337.25,291.45001220703125,401.3999938964844,490.25,342.29998779296875,173.19000244140625,1656.050048828125,1464.050048828125,5498.64990234375,2784.35009765625,1659.699951171875,1894.449951171875,992.0999755859375,5795.7998046875,6660.7001953125,25883.099609375,6133.10009765625,611.4000244140625,4858.2998046875,1846.5,1452.0999755859375,11737.150390625,673.25
2024-09-16 00:00:00+05:30,2942.699951171875,1670.949951171875,1262.8499755859375,1950.25,4513.25,1831.300048828125,2867.10009765625,511.1000061035156,3662.25,785.5499877929688,7345.75,1635.449951171875,1811.8499755859375,3335.800048828125,1231.050048828125,5204.7998046875,12289.0,11642.650390625,,3740.64990234375,1862.949951171875,2757.39990234375,2549.60009765625,551.9000244140625,1930.800048828125,154.2100067138672,971.0,338.25,292.5,411.1000061035156,493.25,340.6499938964844,171.82000732421875,1649.0,1470.199951171875,5479.35009765625,2765.300048828125,1659.4000244140625,1857.5999755859375,988.4000244140625,5779.4501953125,6647.10009765625,25619.400390625,6063.0,613.7999877929688,4899.2001953125,1821.25,1440.699951171875,11688.349609375,685.1500244140625
2024-09-17 00:00:00+05:30,2944.60009765625,1668.800048828125,1268.0999755859375,1952.550048828125,4505.64990234375,1846.6500244140625,2873.5,507.75,3695.199951171875,782.9000244140625,7365.5,1661.75,1813.75,3312.800048828125,1232.0999755859375,5219.85009765625,12245.75,11645.650390625,,3767.39990234375,1866.0999755859375,2787.64990234375,2546.85009765625,551.9000244140625,1954.4000244140625,152.82000732421875,964.25,336.8999938964844,294.6499938964844,416.29998779296875,488.5,338.3999938964844,170.50999450683594,1651.550048828125,1466.3499755859375,5452.2001953125,2754.85009765625,1671.800048828125,1848.699951171875,974.9500122070312,5961.2001953125,6631.64990234375,25437.099609375,6111.0498046875,610.6500244140625,4850.2001953125,1819.1500244140625,1426.5999755859375,11950.2998046875,683.0
2024-09-18 00:00:00+05:30,2926.89990234375,1694.800048828125,1288.3499755859375,1892.1500244140625,4346.14990234375,1839.699951171875,2875.85009765625,507.3500061035156,3730.449951171875,792.75,7631.10009765625,1654.9000244140625,1756.5,3274.64990234375,1240.449951171875,5265.2001953125,12204.099609375,11630.900390625,,3725.35009765625,1836.0,2808.199951171875,2597.14990234375,538.1500244140625,1950.800048828125,150.60000610351562,956.7000122070312,334.29998779296875,290.3999938964844,414.1499938964844,487.1000061035156,336.1000061035156,168.4499969482422,1605.4000244140625,1480.25,5469.14990234375,2722.699951171875,1651.5999755859375,1888.199951171875,962.0499877929688,5964.75,6567.7998046875,25076.650390625,6123.25,605.0999755859375,4850.35009765625,1842.449951171875,1428.800048828125,11764.650390625,685.25
2024-09-19 00:00:00+05:30,2939.35009765625,1708.5,1292.0,1894.199951171875,4296.14990234375,1871.949951171875,2911.75,508.25,3683.699951171875,789.9500122070312,7590.35009765625,1664.8499755859375,1736.5,3293.85009765625,1242.699951171875,5342.5,12351.5,11627.5,,3780.949951171875,1846.050048828125,2797.5,2634.199951171875,533.3499755859375,1962.949951171875,149.5399932861328,948.4000244140625,334.8999938964844,285.25,423.95001220703125,477.95001220703125,324.45001220703125,165.0399932861328,1595.3499755859375,1484.75,5429.2001953125,2738.949951171875,1637.699951171875,1890.4000244140625,967.0,6006.0498046875,6502.5498046875,24931.69921875,6134.5,594.7999877929688,4864.89990234375,1840.949951171875,1408.199951171875,11868.0,684.2000122070312
2024-09-20 00:00:00+05:30,2971.85009765625,1741.199951171875,1338.449951171875,1905.75,4284.89990234375,1904.5,2977.60009765625,514.4000244140625,3793.89990234375,781.7000122070312,7582.4501953125,1711.75,1760.050048828125,3306.949951171875,1245.0,5320.5498046875,12614.5,11798.2998046875,,3797.199951171875,1865.75,2950.85009765625,2699.550048828125,539.0999755859375,2003.949951171875,152.02000427246094,981.5499877929688,340.8500061035156,286.25,423.95001220703125,490.95001220703125,331.20001220703125,167.0500030517578,1622.050048828125,1480.199951171875,5450.75,2678.25,1638.6500244140625,1916.800048828125,970.8499755859375,6013.25,6551.14990234375,25141.69921875,6210.5498046875,587.0999755859375,4963.14990234375,1870.25,1438.699951171875,11941.7001953125,694.4000244140625
